customer_id,region,segment,signup_date,contract_length_months,tenure_days,support_tickets_last_year,satisfaction_score,avg_order_value,orders_last_year,discount_pct,late_payments_last_year,churned
CUST-02215,APAC,SMB,2021-06-26,1,1830,4,7.7,181.4,5,0.087,1,0
CUST-02216,APAC,SMB,2023-02-10,12,1236,4,5.1,85.91,6,0.027,1,0
CUST-02217,Europe,Mid-Market,2021-05-01,24,1886,2,4.5,189.38,5,0.143,2,0
CUST-02218,North America,SMB,2024-01-21,24,891,3,8.4,258.29,3,0.071,0,0
CUST-02219,North America,SMB,2023-08-29,1,1036,1,7.5,142.99,5,0.095,1,0
CUST-02220,APAC,SMB,2024-03-13,36,839,2,7.5,98.14,6,0.085,0,0
CUST-02221,Latin America,Mid-Market,2023-11-14,12,959,4,7.5,261.62,7,0.182,0,0
CUST-02222,Latin America,Mid-Market,2024-10-22,12,616,2,9.5,297.87,8,0.037,0,0
CUST-02223,Europe,Mid-Market,2021-06-05,12,1851,3,10.0,334.77,6,0.139,2,0
CUST-02224,Latin America,Enterprise,2024-09-09,24,659,2,8.9,116.76,8,0.116,0,0
CUST-02225,North America,Mid-Market,2023-03-08,24,1210,0,7.8,231.27,9,0.173,1,0
CUST-02226,Latin America,SMB,2021-03-14,24,1934,2,7.1,94.71,2,0.019,0,0
CUST-02227,Europe,Mid-Market,2024-09-09,12,659,1,8.5,155.1,4,0.12,0,0
CUST-02228,North America,Mid-Market,2022-07-24,1,1437,1,9.0,166.54,5,0.124,0,0
CUST-02229,Europe,Mid-Market,2024-05-10,24,781,4,3.9,61.93,0,0.001,1,1
CUST-02230,APAC,SMB,2022-08-20,24,1410,4,6.8,335.99,4,0.032,0,0
CUST-02231,APAC,SMB,2023-03-19,12,1199,4,10.0,127.02,7,0.092,0,0
CUST-02232,APAC,SMB,2024-10-11,24,627,3,5.9,256.85,9,0.172,1,0
CUST-02233,Europe,Mid-Market,2023-05-29,1,1128,5,8.6,222.61,5,0.131,0,1
CUST-02234,Latin America,SMB,2024-07-03,12,727,0,5.4,119.18,3,0.101,0,1
CUST-02235,North America,SMB,2022-06-12,1,1479,2,6.0,145.41,4,0.149,0,0
CUST-02236,Latin America,Mid-Market,2021-06-25,36,1831,3,5.8,127.11,6,0.078,1,0
CUST-02237,North America,SMB,2022-09-22,24,1377,8,6.8,116.37,7,0.023,1,0
CUST-02238,North America,SMB,2022-03-22,1,1561,2,6.3,197.16,4,0.144,0,0
CUST-02239,Europe,SMB,2021-01-31,1,1976,3,8.2,177.33,6,0.065,0,0
CUST-02240,APAC,SMB,2021-03-13,1,1935,2,10.0,148.99,11,0.181,0,0
CUST-02241,Europe,Mid-Market,2022-06-24,24,1467,1,8.1,142.57,7,0.081,0,0
CUST-02242,Europe,SMB,2024-07-19,12,711,3,9.7,109.0,4,0.169,1,0
CUST-02243,Latin America,SMB,2022-02-13,24,1598,3,10.0,510.86,7,0.055,1,0
CUST-02244,North America,SMB,2023-07-31,12,1065,0,5.1,83.44,4,0.051,1,0
CUST-02245,North America,SMB,2024-11-28,24,579,2,5.0,275.76,5,0.027,0,1
CUST-02246,Latin America,Enterprise,2025-01-10,1,536,5,5.1,228.06,3,0.036,1,1
CUST-02247,Latin America,SMB,2025-12-19,12,193,4,9.1,292.7,8,0.18,0,1
CUST-02248,APAC,Mid-Market,2025-03-15,12,472,0,6.2,249.49,5,0.043,0,0
CUST-02249,Latin America,Mid-Market,2024-04-20,1,801,3,7.2,65.7,5,0.133,0,0
CUST-02250,Latin America,Enterprise,2023-01-15,12,1262,2,5.2,350.64,4,0.128,1,1
CUST-02251,APAC,SMB,2021-09-04,12,1760,3,3.9,145.82,7,0.04,1,0
CUST-02252,Europe,Mid-Market,2025-03-06,1,481,3,8.6,202.18,6,0.115,1,1
CUST-02253,Latin America,SMB,2022-01-09,36,1633,3,9.0,108.11,3,0.095,0,0
CUST-02254,Europe,Mid-Market,2022-04-01,1,1551,1,7.9,343.12,5,0.084,0,0
CUST-02255,North America,SMB,2021-07-27,12,1799,2,5.9,263.16,3,0.17,0,0
CUST-02256,APAC,SMB,2023-03-29,36,1189,4,6.1,84.05,6,0.152,2,0
CUST-02257,Latin America,Enterprise,2024-07-06,24,724,0,9.1,259.54,8,0.186,0,1
CUST-02258,Europe,SMB,2022-04-07,1,1545,2,6.7,293.46,12,0.122,0,0
CUST-02259,APAC,Enterprise,2025-06-13,24,382,3,9.6,147.07,1,0.074,1,0
CUST-02260,Latin America,SMB,2022-06-15,24,1476,1,7.8,210.22,5,0.015,0,0
CUST-02261,North America,SMB,2021-03-08,12,1940,2,6.8,108.63,8,0.117,0,0
CUST-02262,Latin America,SMB,2024-08-03,1,696,2,4.3,223.9,12,0.009,0,1
CUST-02263,North America,Mid-Market,2023-09-16,24,1018,3,6.8,249.94,8,0.13,0,0
CUST-02264,APAC,Enterprise,2025-11-03,1,239,2,4.3,86.03,9,0.135,0,0
CUST-02265,North America,SMB,2024-06-25,36,735,3,6.1,114.4,5,0.174,2,1
CUST-02266,Europe,SMB,2023-03-30,12,1188,4,9.0,106.25,6,0.097,0,0
CUST-02267,Latin America,SMB,2021-10-03,36,1731,2,9.7,97.69,8,0.035,1,0
CUST-02268,Europe,SMB,2021-02-25,12,1951,2,10.0,196.01,6,0.154,0,0
CUST-02269,North America,SMB,2022-10-16,12,1353,2,7.4,195.22,4,0.079,0,1
CUST-02270,APAC,Mid-Market,2025-09-15,1,288,2,9.6,207.68,11,0.191,0,1
CUST-02271,APAC,SMB,2022-04-11,12,1541,0,6.3,128.83,5,0.199,0,0
CUST-02272,Latin America,SMB,2024-03-12,12,840,3,10.0,153.33,4,0.138,0,0
CUST-02273,APAC,SMB,2024-05-12,1,779,2,7.0,333.84,4,0.089,0,0
CUST-02274,North America,Enterprise,2021-05-26,12,1861,1,8.1,309.6,6,0.112,0,0
CUST-02275,Europe,SMB,2023-08-14,1,1051,2,6.1,276.09,2,0.05,0,0
CUST-02276,APAC,Mid-Market,2022-08-29,12,1401,0,8.5,61.06,5,0.091,1,1
CUST-02277,Latin America,SMB,2023-06-26,1,1100,1,10.0,138.9,6,0.016,0,0
CUST-02278,Latin America,SMB,2021-12-26,1,1647,2,6.5,25.4,9,0.199,1,0
CUST-02279,North America,Mid-Market,2021-08-31,12,1764,0,5.6,219.59,5,0.01,1,1
CUST-02280,APAC,SMB,2024-03-27,12,825,1,5.4,297.52,4,0.078,0,0
CUST-02281,Latin America,Mid-Market,2021-04-03,36,1914,5,8.4,91.15,4,0.176,0,0
CUST-02282,Latin America,SMB,2023-08-03,1,1062,3,9.5,152.14,5,0.081,0,0
CUST-02283,Europe,SMB,2022-10-07,1,1362,3,10.0,333.54,5,0.146,0,0
CUST-02284,North America,Mid-Market,2025-03-15,12,472,2,8.0,249.5,11,0.141,0,1
CUST-02285,North America,SMB,2025-09-24,24,279,5,10.0,219.74,5,0.138,0,0
CUST-02286,APAC,Mid-Market,2024-04-27,12,794,3,4.8,84.72,6,0.187,1,0
CUST-02287,North America,SMB,2021-04-06,1,1911,6,7.9,85.81,4,0.034,0,1
CUST-02288,APAC,SMB,2025-06-07,24,388,1,6.4,139.95,3,0.091,0,1
CUST-02289,North America,SMB,2022-12-29,24,1279,2,5.7,131.6,4,0.018,0,0
CUST-02290,Latin America,SMB,2025-08-31,24,303,0,5.4,139.26,7,0.083,0,1
CUST-02291,North America,SMB,2024-08-20,1,679,2,7.7,315.27,6,0.121,0,0
CUST-02292,Europe,SMB,2024-09-11,12,657,2,9.9,102.89,11,0.159,0,0
CUST-02293,APAC,Mid-Market,2024-01-02,1,910,1,6.7,211.27,8,0.175,0,0
CUST-02294,North America,Mid-Market,2021-12-24,24,1649,1,6.2,165.33,8,0.158,0,0
CUST-02295,Latin America,SMB,2023-06-02,1,1124,0,7.2,158.31,9,0.035,0,0
CUST-02296,Europe,SMB,2025-10-19,12,254,4,3.0,135.87,4,0.082,0,1
CUST-02297,North America,SMB,2025-05-24,12,402,3,10.0,405.58,7,0.184,1,0
CUST-02298,Europe,SMB,2021-05-16,12,1871,4,8.4,165.4,3,0.069,1,0
CUST-02299,Europe,SMB,2023-12-17,24,926,0,8.5,161.43,13,0.07,0,0
CUST-02300,Latin America,Enterprise,2025-12-08,24,204,2,5.3,241.66,7,0.154,2,1
CUST-02301,Europe,SMB,2021-06-04,24,1852,2,4.4,146.64,4,0.053,0,0
CUST-02302,Europe,Mid-Market,2021-09-04,1,1760,2,8.3,263.63,5,0.041,0,0
CUST-02303,Europe,Mid-Market,2023-05-08,12,1149,1,8.7,192.93,10,0.079,0,0
CUST-02304,Latin America,Mid-Market,2022-12-05,1,1303,0,6.3,164.52,6,0.084,0,0
CUST-02305,Europe,SMB,2024-10-01,1,637,3,9.4,131.17,1,0.138,0,0
CUST-02306,Europe,SMB,2025-11-21,1,221,1,7.9,338.1,4,0.064,1,0
CUST-02307,North America,Enterprise,2024-09-13,36,655,2,8.2,113.89,5,0.095,0,0
CUST-02308,Europe,SMB,2024-11-24,24,583,3,8.0,300.61,8,0.0,1,0
CUST-02309,APAC,Enterprise,2024-09-23,1,645,2,10.0,306.97,8,0.117,0,0
CUST-02310,APAC,SMB,2025-05-30,36,396,1,6.5,192.36,6,0.066,0,0
CUST-02311,APAC,SMB,2025-03-30,24,457,2,7.5,211.39,7,0.157,0,0
CUST-02312,Latin America,Enterprise,2023-05-09,12,1148,5,5.6,49.19,5,0.021,0,0
CUST-02313,Europe,SMB,2022-08-21,24,1409,3,6.5,138.72,10,0.148,1,0
CUST-02314,Latin America,SMB,2021-01-25,24,1982,1,6.8,176.68,12,0.171,1,0
CUST-02315,Latin America,SMB,2022-10-30,1,1339,3,8.2,143.62,4,0.164,2,0
CUST-02316,Latin America,Mid-Market,2024-08-27,1,672,2,5.7,158.15,2,0.15,1,1
CUST-02317,APAC,Mid-Market,2025-01-12,24,534,4,7.5,199.49,1,0.019,0,0
CUST-02318,Latin America,Enterprise,2022-10-18,36,1351,2,8.5,135.34,5,0.194,0,0
CUST-02319,Latin America,Enterprise,2022-01-23,12,1619,2,10.0,126.26,7,0.097,1,0
CUST-02320,North America,SMB,2023-02-13,1,1233,7,8.5,293.63,8,0.026,1,1
CUST-02321,Europe,SMB,2023-10-17,12,987,2,9.7,128.52,4,0.183,0,0
CUST-02322,Latin America,SMB,2024-11-08,12,599,0,7.2,141.97,9,0.189,0,0
CUST-02323,Europe,SMB,2024-03-18,12,834,4,6.7,70.55,12,0.188,0,0
CUST-02324,Latin America,SMB,2023-06-22,24,1104,1,9.4,163.53,5,0.17,0,0
CUST-02325,Latin America,SMB,2023-02-11,12,1235,2,6.7,156.83,6,0.066,1,0
CUST-02326,APAC,SMB,2024-12-30,12,547,1,8.4,171.84,9,0.184,1,0
CUST-02327,Europe,SMB,2023-10-23,24,981,2,5.4,321.73,4,0.151,1,0
CUST-02328,APAC,SMB,2025-08-15,12,319,2,9.3,29.48,9,0.066,0,0
CUST-02329,APAC,SMB,2023-04-01,1,1186,6,7.3,175.87,6,0.094,0,1
CUST-02330,APAC,Mid-Market,2024-09-27,1,641,1,8.3,229.58,7,0.039,0,1
CUST-02331,North America,SMB,2025-03-11,24,476,1,9.8,127.1,6,0.041,0,0
CUST-02332,North America,SMB,2021-11-27,12,1676,1,4.9,80.81,4,0.096,1,0
CUST-02333,Europe,Mid-Market,2021-09-20,1,1744,0,8.8,254.67,7,0.116,0,0
CUST-02334,APAC,SMB,2023-07-22,36,1074,3,6.3,249.82,10,0.051,0,1
CUST-02335,North America,SMB,2025-04-14,12,442,4,7.9,201.38,4,0.061,0,0
CUST-02336,Europe,SMB,2021-08-24,24,1771,2,6.5,188.9,8,0.195,0,0
CUST-02337,Latin America,SMB,2023-11-01,12,972,3,7.7,140.93,5,0.167,0,0
CUST-02338,Latin America,SMB,2025-12-31,1,181,0,7.5,212.05,4,0.014,1,0
CUST-02339,Latin America,Mid-Market,2024-04-29,1,792,3,8.1,217.11,9,0.011,1,0
CUST-02340,Latin America,SMB,2022-06-05,1,1486,4,7.3,269.88,10,0.175,1,0
CUST-02341,Europe,SMB,2024-08-08,12,691,3,7.6,116.69,7,0.1,0,0
CUST-02342,APAC,SMB,2024-06-21,24,739,3,7.3,173.67,4,0.068,0,0
CUST-02343,Europe,Enterprise,2023-06-15,12,1111,2,8.6,122.89,5,0.089,0,0
CUST-02344,North America,Mid-Market,2023-03-02,12,1216,3,7.9,119.31,7,0.074,0,0
CUST-02345,Europe,Mid-Market,2021-11-12,1,1691,4,6.4,74.4,4,0.104,0,0
CUST-02346,APAC,SMB,2023-08-17,12,1048,0,7.5,272.08,10,0.028,0,0
CUST-02347,Latin America,SMB,2024-02-18,1,863,4,8.8,184.97,9,0.188,0,0
CUST-02348,North America,Enterprise,2021-05-09,1,1878,5,7.9,274.7,4,0.149,0,0
CUST-02349,APAC,Mid-Market,2021-06-23,12,1833,1,8.1,246.25,4,0.004,0,0
CUST-02350,Europe,SMB,2021-09-12,12,1752,1,8.5,31.85,4,0.131,1,0
CUST-02351,Europe,Enterprise,2021-05-30,12,1857,0,9.2,53.92,9,0.093,0,0
CUST-02352,APAC,SMB,2025-01-28,36,518,5,9.6,223.83,4,0.165,0,1
CUST-02353,Latin America,SMB,2021-09-04,1,1760,0,7.6,52.59,6,0.118,1,0
CUST-02354,Latin America,Mid-Market,2024-12-31,24,546,4,8.2,87.42,4,0.135,1,1
CUST-02355,North America,SMB,2021-10-29,1,1705,2,6.5,119.56,3,0.179,1,0
CUST-02356,Europe,SMB,2023-10-12,24,992,3,9.7,97.85,5,0.062,0,0
CUST-02357,North America,SMB,2024-03-03,1,849,5,7.4,134.42,9,0.075,0,1
CUST-02358,Europe,SMB,2025-12-10,12,202,1,7.1,202.76,8,0.112,0,0
CUST-02359,North America,Enterprise,2021-03-29,1,1919,0,6.8,336.87,6,0.048,0,0
CUST-02360,APAC,Mid-Market,2021-03-15,12,1933,5,8.4,64.15,6,0.19,0,0
CUST-02361,APAC,Mid-Market,2023-09-06,24,1028,5,7.8,225.85,9,0.051,0,0
CUST-02362,APAC,Mid-Market,2021-01-11,12,1996,2,8.3,110.07,3,0.175,0,0
CUST-02363,North America,Mid-Market,2023-03-05,1,1213,3,7.5,121.23,6,0.104,0,1
CUST-02364,APAC,Enterprise,2022-09-13,24,1386,3,5.1,177.88,7,0.049,1,1
CUST-02365,APAC,Mid-Market,2025-07-10,12,355,5,6.0,105.99,5,0.141,0,0
CUST-02366,Latin America,Mid-Market,2021-04-06,36,1911,0,5.9,100.11,7,0.126,0,0
CUST-02367,North America,Mid-Market,2022-05-31,1,1491,2,7.9,77.44,5,0.18,1,1
CUST-02368,Latin America,Enterprise,2025-02-18,36,497,3,8.5,257.4,5,0.195,3,0
CUST-02369,APAC,SMB,2022-12-18,12,1290,1,8.7,195.36,8,0.087,0,0
CUST-02370,APAC,SMB,2025-02-06,1,509,2,9.4,121.9,7,0.137,0,0
CUST-02371,Latin America,SMB,2021-03-29,24,1919,5,8.1,184.36,5,0.109,0,0
CUST-02372,Europe,Mid-Market,2022-08-31,1,1399,0,6.1,257.39,5,0.032,1,0
CUST-02373,North America,Mid-Market,2021-08-04,12,1791,1,7.6,259.75,6,0.116,0,0
CUST-02374,North America,Enterprise,2025-02-20,24,495,1,8.0,189.47,5,0.161,1,0
CUST-02375,APAC,SMB,2022-08-27,12,1403,1,6.5,189.32,10,0.101,0,0
CUST-02376,APAC,Mid-Market,2025-05-27,1,399,4,5.2,261.93,8,0.178,1,1
CUST-02377,Europe,Enterprise,2023-09-01,1,1033,2,8.1,147.15,10,0.084,0,0
CUST-02378,Europe,Enterprise,2023-05-02,12,1155,1,7.5,71.98,11,0.075,0,0
CUST-02379,North America,SMB,2024-06-14,12,746,4,6.6,243.83,6,0.181,3,0
CUST-02380,Latin America,Mid-Market,2025-03-29,36,458,2,6.3,210.2,6,0.086,0,0
CUST-02381,APAC,Mid-Market,2024-05-28,1,763,4,6.5,202.34,7,0.038,0,0
CUST-02382,Latin America,SMB,2025-10-11,36,262,6,7.8,197.31,7,0.198,0,0
CUST-02383,Europe,Enterprise,2022-01-05,1,1637,3,8.6,154.42,4,0.151,0,0
CUST-02384,APAC,SMB,2022-10-18,12,1351,2,5.8,440.2,11,0.054,1,1
CUST-02385,Latin America,SMB,2021-04-22,12,1895,3,4.6,125.38,2,0.079,1,0
CUST-02386,Europe,Mid-Market,2025-07-04,1,361,3,9.1,118.12,9,0.097,1,1
CUST-02387,North America,Mid-Market,2022-09-21,36,1378,2,9.9,138.56,8,0.19,1,0
CUST-02388,Latin America,Mid-Market,2024-11-07,36,600,5,6.4,345.06,7,0.157,0,0
CUST-02389,APAC,SMB,2021-02-17,12,1959,3,7.3,17.12,10,0.048,0,0
CUST-02390,Latin America,SMB,2021-02-26,36,1950,3,9.7,178.99,6,0.198,0,0
CUST-02391,APAC,SMB,2023-07-19,12,1077,1,6.2,240.2,7,0.196,1,0
CUST-02392,APAC,Mid-Market,2021-11-08,24,1695,1,5.2,94.26,6,0.088,0,0
CUST-02393,Latin America,Mid-Market,2021-07-09,24,1817,2,8.4,159.1,8,0.132,0,0
CUST-02394,North America,Mid-Market,2021-08-17,24,1778,3,5.8,228.39,6,0.033,0,1
CUST-02395,APAC,SMB,2023-03-04,36,1214,4,7.3,169.61,6,0.178,1,0
CUST-02396,North America,SMB,2022-01-17,12,1625,1,5.5,252.45,7,0.007,0,1
CUST-02397,Europe,Mid-Market,2024-02-19,1,862,4,8.1,167.14,6,0.153,1,0
CUST-02398,North America,Mid-Market,2022-03-22,1,1561,3,7.8,144.46,7,0.173,0,0
CUST-02399,Latin America,SMB,2021-01-08,12,1999,3,6.0,75.42,3,0.149,1,1
CUST-02400,Europe,SMB,2023-10-26,24,978,2,6.6,121.68,8,0.082,1,0
CUST-02401,Europe,SMB,2025-02-23,12,492,2,9.7,133.03,5,0.025,1,0
CUST-02402,Europe,Enterprise,2024-09-05,1,663,5,7.0,101.81,3,0.024,0,0
CUST-02403,Europe,SMB,2022-12-10,1,1298,4,3.6,56.59,5,0.103,0,1
CUST-02404,APAC,SMB,2024-04-22,12,799,1,8.9,203.45,4,0.093,2,0
CUST-02405,APAC,SMB,2021-05-18,12,1869,1,10.0,139.82,8,0.069,0,0
CUST-02406,Latin America,SMB,2023-06-06,12,1120,5,7.1,173.19,7,0.029,0,0
CUST-02407,Europe,SMB,2023-05-07,1,1150,2,7.9,135.19,5,0.153,0,1
CUST-02408,North America,Mid-Market,2022-06-12,24,1479,2,6.6,253.32,10,0.144,0,0
CUST-02409,Europe,Mid-Market,2025-10-21,36,252,4,8.4,378.01,5,0.028,0,0
CUST-02410,Europe,Mid-Market,2024-01-30,24,882,1,6.9,187.63,3,0.005,0,0
CUST-02411,Europe,SMB,2023-05-05,36,1152,3,5.6,191.47,7,0.129,1,0
CUST-02412,APAC,Mid-Market,2022-01-25,1,1617,3,6.7,87.44,8,0.148,1,1
CUST-02413,Latin America,Mid-Market,2022-05-23,1,1499,5,8.9,77.27,5,0.012,1,0
CUST-02414,APAC,SMB,2024-02-25,1,856,5,7.9,121.35,9,0.031,0,0
CUST-02415,Europe,Mid-Market,2023-07-16,1,1080,3,3.8,176.5,9,0.167,1,1
CUST-02416,Latin America,Mid-Market,2022-01-22,1,1620,3,7.8,130.56,4,0.102,1,1
CUST-02417,Europe,Mid-Market,2022-09-08,1,1391,5,6.7,341.75,6,0.134,0,0
CUST-02418,Europe,SMB,2021-10-19,24,1715,5,7.6,250.77,4,0.073,1,0
CUST-02419,North America,Enterprise,2024-11-25,36,582,4,8.8,76.53,7,0.076,1,0
CUST-02420,Europe,SMB,2024-01-11,12,901,2,10.0,73.45,4,0.131,0,0
CUST-02421,Latin America,Mid-Market,2022-02-18,1,1593,4,6.6,92.3,2,0.136,0,0
CUST-02422,North America,Mid-Market,2022-03-24,24,1559,3,5.9,276.57,2,0.067,0,0
CUST-02423,North America,SMB,2022-08-17,1,1413,3,10.0,199.65,10,0.02,1,0
CUST-02424,Europe,SMB,2024-07-10,24,720,3,7.0,382.92,5,0.196,0,0
CUST-02425,Latin America,SMB,2022-02-06,12,1605,3,7.3,142.5,8,0.108,0,0
CUST-02426,Latin America,SMB,2023-10-21,24,983,5,10.0,211.42,8,0.016,2,0
CUST-02427,North America,Mid-Market,2022-11-10,24,1328,2,7.9,41.07,3,0.103,0,0
CUST-02428,North America,SMB,2022-04-02,24,1550,2,7.4,258.88,6,0.106,0,0
CUST-02429,Europe,SMB,2021-05-14,1,1873,3,10.0,207.81,9,0.147,0,0
CUST-02430,APAC,SMB,2021-08-06,36,1789,1,6.3,179.29,2,0.066,0,0
CUST-02431,APAC,Mid-Market,2023-06-19,1,1107,1,8.0,263.91,5,0.155,0,0
CUST-02432,APAC,Mid-Market,2023-07-20,12,1076,2,8.8,216.26,8,0.117,0,0
CUST-02433,Europe,Mid-Market,2021-04-03,36,1914,1,7.8,109.42,6,0.019,0,0
CUST-02434,Latin America,SMB,2022-02-19,12,1592,0,8.8,53.78,4,0.184,1,0
CUST-02435,Europe,SMB,2022-09-11,36,1388,1,8.6,257.13,5,0.034,2,0
CUST-02436,Europe,SMB,2021-07-31,24,1795,4,10.0,203.33,4,0.2,1,0
CUST-02437,North America,SMB,2022-12-05,1,1303,4,10.0,114.29,5,0.017,0,0
CUST-02438,North America,SMB,2025-03-19,1,468,1,8.2,288.73,6,0.155,2,1
CUST-02439,Europe,SMB,2021-12-05,12,1668,4,6.6,274.18,2,0.128,0,0
CUST-02440,Europe,Mid-Market,2022-09-13,12,1386,0,10.0,231.49,1,0.116,0,0
CUST-02441,Latin America,SMB,2024-04-09,1,812,2,7.7,126.6,7,0.047,0,0
CUST-02442,North America,SMB,2021-07-19,1,1807,0,8.1,168.51,4,0.038,0,1
CUST-02443,North America,Enterprise,2023-11-25,1,948,0,9.7,216.66,9,0.061,2,0
CUST-02444,Latin America,SMB,2024-05-10,1,781,3,7.4,70.21,8,0.05,2,0
CUST-02445,North America,Mid-Market,2021-09-05,24,1759,2,7.5,222.19,4,0.022,1,0
CUST-02446,North America,SMB,2025-02-11,12,504,3,7.1,173.44,3,0.157,2,1
CUST-02447,APAC,Mid-Market,2022-12-10,24,1298,3,9.5,103.2,7,0.094,0,0
CUST-02448,Latin America,Mid-Market,2025-11-01,12,241,3,9.5,282.87,5,0.07,0,0
CUST-02449,North America,Mid-Market,2025-10-24,1,249,2,9.3,273.51,10,0.163,0,0
CUST-02450,Europe,Mid-Market,2022-11-22,36,1316,3,8.4,260.05,3,0.02,1,0
CUST-02451,Europe,SMB,2025-07-16,12,349,0,7.7,114.54,12,0.123,3,1
CUST-02452,Europe,SMB,2025-08-24,24,310,3,7.1,398.59,10,0.193,0,0
CUST-02453,Europe,SMB,2023-12-05,12,938,0,6.7,129.67,11,0.113,1,0
CUST-02454,APAC,Enterprise,2021-12-28,12,1645,1,10.0,155.48,3,0.152,0,0
CUST-02455,Latin America,SMB,2025-06-21,36,374,2,9.6,134.16,6,0.011,0,0
CUST-02456,North America,Mid-Market,2025-02-16,24,499,3,8.5,75.12,6,0.065,0,0
CUST-02457,North America,SMB,2024-01-14,12,898,2,7.9,249.4,7,0.004,0,0
CUST-02458,Latin America,Mid-Market,2023-01-22,12,1255,0,5.0,394.58,7,0.11,1,0
CUST-02459,Europe,Mid-Market,2021-09-08,36,1756,0,7.2,83.39,10,0.111,2,0
CUST-02460,APAC,SMB,2021-06-08,24,1848,2,8.4,347.08,5,0.138,0,0
CUST-02461,North America,SMB,2023-12-28,1,915,2,9.3,297.39,4,0.116,0,1
CUST-02462,North America,SMB,2024-06-07,1,753,2,5.0,47.06,8,0.077,0,1
CUST-02463,APAC,Mid-Market,2023-02-09,12,1237,1,5.3,100.97,2,0.086,0,1
CUST-02464,Europe,Mid-Market,2022-09-09,24,1390,1,10.0,187.67,9,0.014,1,0
CUST-02465,APAC,SMB,2024-06-22,1,738,2,3.5,156.53,7,0.039,0,1
CUST-02466,Latin America,Mid-Market,2021-12-30,1,1643,2,8.8,316.47,8,0.198,1,0
CUST-02467,North America,SMB,2023-10-08,12,996,3,5.8,336.48,7,0.172,0,0
CUST-02468,Latin America,Mid-Market,2022-12-31,12,1277,1,6.9,87.3,1,0.154,1,0
CUST-02469,North America,SMB,2025-11-28,12,214,1,8.7,283.12,5,0.031,0,0
CUST-02470,Europe,Mid-Market,2024-02-25,12,856,1,8.6,147.4,8,0.106,0,0
CUST-02471,Latin America,SMB,2023-05-20,12,1137,3,7.7,152.42,7,0.003,0,1
CUST-02472,North America,Mid-Market,2023-01-07,12,1270,0,8.4,169.42,5,0.162,0,1
CUST-02473,Latin America,Mid-Market,2023-01-16,12,1261,2,8.1,163.37,5,0.024,0,0
CUST-02474,Europe,Mid-Market,2021-03-23,1,1925,3,9.1,250.43,5,0.152,1,0
CUST-02475,Latin America,Enterprise,2024-02-29,1,852,6,7.8,265.25,7,0.193,0,1
CUST-02476,Latin America,SMB,2023-03-03,12,1215,3,5.4,133.37,10,0.068,1,0
CUST-02477,Latin America,SMB,2024-11-16,12,591,4,7.1,168.82,6,0.044,1,1
CUST-02478,Europe,SMB,2023-08-10,12,1055,2,7.9,157.1,6,0.025,0,1
CUST-02479,Europe,SMB,2022-10-04,1,1365,4,9.1,74.73,2,0.199,0,0
CUST-02480,North America,Mid-Market,2023-07-28,1,1068,0,7.4,345.04,6,0.133,0,0
CUST-02481,North America,SMB,2025-10-12,12,261,1,6.4,246.09,7,0.002,0,0
CUST-02482,Europe,SMB,2024-10-04,12,634,5,5.4,418.84,12,0.094,1,0
CUST-02483,APAC,Mid-Market,2024-11-13,24,594,5,9.1,184.03,6,0.136,1,0
CUST-02484,APAC,Enterprise,2024-03-21,24,831,3,8.8,33.16,3,0.013,1,0
CUST-02485,North America,SMB,2022-11-01,1,1337,2,10.0,271.23,7,0.117,0,0
CUST-02486,Latin America,SMB,2022-05-25,12,1497,2,8.2,66.5,5,0.157,1,0
CUST-02487,North America,Mid-Market,2022-09-29,24,1370,1,7.5,100.47,3,0.113,0,0
CUST-02488,APAC,Mid-Market,2022-03-23,1,1560,4,8.2,264.66,7,0.148,0,0
CUST-02489,Latin America,SMB,2023-01-13,24,1264,1,8.6,305.88,4,0.124,1,0
CUST-02490,North America,SMB,2024-04-16,1,805,3,6.4,330.35,6,0.109,0,0
CUST-02491,Europe,SMB,2024-05-27,1,764,0,10.0,141.38,5,0.125,0,0
CUST-02492,North America,SMB,2021-04-28,24,1889,1,9.1,170.66,6,0.141,2,0
CUST-02493,North America,SMB,2025-01-20,1,526,10,6.5,58.2,1,0.077,1,1
CUST-02494,Europe,Mid-Market,2022-12-03,24,1305,2,6.1,275.51,10,0.174,0,0
CUST-02495,North America,SMB,2022-02-07,12,1604,1,8.1,183.67,6,0.05,0,0
CUST-02496,North America,SMB,2022-07-12,1,1449,1,7.9,88.54,5,0.042,2,0
CUST-02497,Latin America,Mid-Market,2024-01-30,1,882,3,8.3,442.84,5,0.145,1,1
CUST-02498,North America,SMB,2024-06-16,1,744,3,6.1,297.8,7,0.036,0,0
CUST-02499,Europe,SMB,2025-07-06,24,359,5,10.0,148.43,2,0.065,0,0
CUST-02500,North America,SMB,2023-09-24,1,1010,3,8.5,162.86,6,0.061,1,0
CUST-02501,Europe,SMB,2025-11-29,24,213,2,6.9,184.45,10,0.081,1,0
CUST-02502,Europe,Mid-Market,2025-10-13,12,260,4,6.7,198.63,9,0.039,0,0
CUST-02503,APAC,Mid-Market,2025-04-17,24,439,1,8.2,187.62,9,0.154,0,0
CUST-02504,Latin America,Mid-Market,2024-03-27,24,825,1,7.3,272.48,6,0.179,0,0
CUST-02505,Europe,Mid-Market,2022-02-17,1,1594,1,8.9,185.97,4,0.06,1,0
