date,region,avg_temp_c,precipitation_mm
2024-01-03,Europe,10.5,7.9
2024-01-03,APAC,30.1,0.0
2024-01-03,Latin America,23.2,0.5
2024-01-04,North America,15.2,2.9
2024-01-04,Europe,12.6,0.0
2024-01-04,APAC,29.3,0.0
2024-01-04,Latin America,23.6,9.6
2024-01-05,North America,8.6,3.5
2024-01-05,Europe,10.1,7.1
2024-01-05,APAC,26.2,4.0
2024-01-05,Latin America,29.5,1.2
2024-01-06,North America,15.5,0.0
2024-01-06,Europe,14.9,1.0
2024-01-06,APAC,28.2,4.2
2024-01-06,Latin America,24.4,4.6
2024-01-07,North America,15.1,0.1
2024-01-07,Europe,16.3,0.0
2024-01-07,APAC,26.3,0.0
2024-01-07,Latin America,20.3,1.6
2024-01-08,North America,15.2,1.6
2024-01-08,Europe,14.1,0.0
2024-01-08,APAC,30.1,0.0
2024-01-08,Latin America,24.8,0.0
2024-01-09,North America,15.9,3.4
2024-01-09,Europe,13.3,5.5
2024-01-09,APAC,32.6,2.5
2024-01-09,Latin America,26.4,1.3
2024-01-10,North America,18.9,3.5
2024-01-10,Europe,14.9,0.0
2024-01-10,APAC,27.9,4.8
2024-01-10,Latin America,23.5,3.6
2024-01-11,North America,14.5,3.0
2024-01-11,Europe,18.9,5.1
2024-01-11,APAC,30.9,7.9
2024-01-11,Latin America,29.0,1.0
2024-01-12,North America,14.2,0.0
2024-01-12,Europe,14.0,3.3
2024-01-12,APAC,23.9,11.4
2024-01-12,Latin America,25.4,3.1
2024-01-13,North America,19.8,9.7
2024-01-13,Europe,12.3,0.0
2024-01-13,APAC,32.0,0.6
2024-01-13,Latin America,23.5,0.9
2024-01-14,North America,14.7,0.0
2024-01-14,Europe,17.5,0.0
2024-01-14,APAC,32.4,2.2
2024-01-14,Latin America,29.7,1.8
2024-01-15,North America,20.9,1.9
2024-01-15,Europe,14.2,1.8
2024-01-15,APAC,27.1,0.0
2024-01-15,Latin America,25.7,0.2
2024-01-16,North America,20.3,0.0
2024-01-16,Europe,9.4,1.3
2024-01-16,APAC,25.3,2.0
2024-01-16,Latin America,22.0,0.0
2024-01-17,North America,22.3,0.7
2024-01-17,Europe,12.5,17.8
2024-01-17,APAC,29.9,0.0
2024-01-17,Latin America,23.0,0.1
2024-01-18,North America,21.3,2.7
2024-01-18,Europe,13.6,0.0
2024-01-18,APAC,29.4,0.0
2024-01-18,Latin America,29.1,0.0
2024-01-19,North America,21.1,7.0
2024-01-19,Europe,16.8,7.3
2024-01-19,APAC,34.1,7.7
2024-01-19,Latin America,27.8,1.4
2024-01-20,North America,26.9,2.2
2024-01-20,Europe,17.3,6.2
2024-01-20,APAC,30.0,0.3
2024-01-20,Latin America,25.8,0.7
2024-01-21,North America,22.6,8.4
2024-01-21,Europe,17.8,6.5
2024-01-21,APAC,31.2,1.3
2024-01-21,Latin America,26.9,3.8
2024-01-22,North America,16.7,4.4
2024-01-22,Europe,15.3,2.6
2024-01-22,APAC,30.8,0.0
2024-01-22,Latin America,20.6,4.9
2024-01-23,North America,21.3,4.4
2024-01-23,Europe,16.4,0.0
2024-01-23,APAC,33.4,0.0
2024-01-23,Latin America,28.4,1.0
2024-01-24,North America,16.9,7.6
2024-01-24,Europe,14.9,5.6
2024-01-24,APAC,31.4,0.9
2024-01-24,Latin America,24.5,3.7
2024-01-25,North America,20.9,3.9
2024-01-25,Europe,16.2,0.4
2024-01-25,APAC,34.2,0.0
2024-01-25,Latin America,26.0,0.6
2024-01-26,North America,22.5,0.0
2024-01-26,Europe,14.0,0.0
2024-01-26,APAC,36.4,12.4
2024-01-26,Latin America,26.2,1.2
2024-01-27,North America,17.8,2.6
2024-01-27,Europe,16.2,0.0
2024-01-27,APAC,32.7,2.4
2024-01-27,Latin America,31.1,0.0
2024-01-28,North America,21.7,0.0
2024-01-28,Europe,16.6,0.0
2024-01-28,APAC,28.3,1.3
2024-01-28,Latin America,31.1,1.9
2024-01-29,North America,16.4,3.4
2024-01-29,Europe,18.0,0.0
2024-01-29,APAC,30.8,0.0
2024-01-29,Latin America,23.8,3.1
2024-01-30,North America,15.6,0.8
2024-01-30,Europe,16.3,5.0
2024-01-30,APAC,30.7,0.0
2024-01-30,Latin America,29.4,0.0
2024-01-31,North America,17.1,3.0
2024-01-31,Europe,21.5,9.9
2024-01-31,APAC,33.8,0.0
2024-01-31,Latin America,30.5,6.4
2024-02-01,North America,20.2,2.9
2024-02-01,Europe,21.0,1.0
2024-02-01,APAC,27.8,1.7
2024-02-01,Latin America,28.7,3.9
2024-02-02,North America,15.3,0.0
2024-02-02,Europe,18.1,2.0
2024-02-02,APAC,28.8,7.2
2024-02-02,Latin America,27.4,0.0
2024-02-03,North America,17.1,0.0
2024-02-03,Europe,16.0,2.7
2024-02-03,APAC,34.5,3.6
2024-02-03,Latin America,33.0,0.0
2024-02-04,North America,18.7,0.0
2024-02-04,Europe,19.3,12.8
2024-02-04,APAC,33.6,1.8
2024-02-04,Latin America,29.3,0.0
2024-02-05,North America,26.1,7.1
2024-02-05,Europe,19.2,0.0
2024-02-05,APAC,33.6,8.3
2024-02-05,Latin America,28.1,0.0
2024-02-06,North America,20.9,0.4
2024-02-06,Europe,20.3,3.1
2024-02-06,APAC,30.2,7.8
2024-02-06,Latin America,26.8,2.6
2024-02-07,North America,21.3,3.4
2024-02-07,Europe,19.2,0.8
2024-02-07,APAC,34.7,2.3
2024-02-07,Latin America,29.6,0.0
2024-02-08,North America,24.0,0.0
2024-02-08,Europe,13.7,0.0
2024-02-08,APAC,31.2,0.2
2024-02-08,Latin America,33.7,0.0
2024-02-09,North America,20.7,0.0
2024-02-09,Europe,16.9,8.3
2024-02-09,APAC,35.7,5.6
2024-02-09,Latin America,28.1,0.7
2024-02-10,North America,19.6,0.3
2024-02-10,Europe,19.9,2.3
2024-02-10,APAC,29.6,1.8
2024-02-10,Latin America,27.2,2.2
2024-02-11,North America,21.2,10.1
2024-02-11,Europe,21.2,2.1
2024-02-11,APAC,36.5,1.1
2024-02-11,Latin America,35.0,0.0
2024-02-12,North America,18.3,6.7
2024-02-12,Europe,19.5,0.0
2024-02-12,APAC,26.7,0.4
2024-02-12,Latin America,37.4,4.7
2024-02-13,North America,22.2,0.0
2024-02-13,Europe,20.5,3.8
2024-02-13,APAC,35.3,0.0
2024-02-13,Latin America,28.2,6.8
2024-02-14,North America,19.6,0.9
2024-02-14,Europe,15.6,0.8
2024-02-14,APAC,30.0,2.1
2024-02-14,Latin America,28.8,1.6
2024-02-15,North America,24.5,2.9
2024-02-15,Europe,20.1,0.5
2024-02-15,APAC,32.4,2.9
2024-02-15,Latin America,32.3,4.8
2024-02-16,North America,24.1,0.0
2024-02-16,Europe,22.6,0.0
2024-02-16,APAC,33.6,0.0
2024-02-16,Latin America,33.0,6.0
2024-02-17,North America,18.3,1.5
2024-02-17,Europe,18.5,6.4
2024-02-17,APAC,28.4,1.3
2024-02-17,Latin America,33.6,5.5
2024-02-18,North America,21.5,0.1
2024-02-18,Europe,17.7,1.6
2024-02-18,APAC,32.2,2.9
2024-02-18,Latin America,26.5,4.5
2024-02-19,North America,19.2,2.0
2024-02-19,Europe,20.7,9.1
2024-02-19,APAC,33.3,7.3
2024-02-19,Latin America,27.9,10.6
2024-02-20,North America,23.1,1.6
2024-02-20,Europe,18.8,0.4
2024-02-20,APAC,31.9,0.0
2024-02-20,Latin America,28.0,1.6
2024-02-21,North America,29.6,2.7
2024-02-21,Europe,22.1,1.4
2024-02-21,APAC,35.1,5.4
2024-02-21,Latin America,34.7,1.8
2024-02-22,North America,23.5,1.5
2024-02-22,Europe,23.2,6.8
2024-02-22,APAC,30.5,14.2
2024-02-22,Latin America,35.5,0.0
2024-02-23,North America,24.3,0.0
2024-02-23,Europe,21.5,3.1
2024-02-23,APAC,37.1,0.1
2024-02-23,Latin America,37.0,0.0
2024-02-24,North America,22.3,0.5
2024-02-24,Europe,18.8,12.7
2024-02-24,APAC,36.1,0.0
2024-02-24,Latin America,25.3,1.3
2024-02-25,North America,23.1,4.5
2024-02-25,Europe,18.2,0.0
2024-02-25,APAC,32.6,0.0
2024-02-25,Latin America,31.4,0.0
2024-02-26,North America,24.1,4.4
2024-02-26,Europe,12.3,0.2
2024-02-26,APAC,36.1,3.5
2024-02-26,Latin America,33.9,0.0
2024-02-27,North America,24.5,0.0
2024-02-27,Europe,21.0,0.2
2024-02-27,APAC,33.8,0.0
2024-02-27,Latin America,29.8,1.5
2024-02-28,North America,23.6,1.5
2024-02-28,Europe,20.8,0.0
2024-02-28,APAC,29.6,9.6
2024-02-28,Latin America,32.2,2.0
2024-02-29,North America,26.5,2.8
2024-02-29,Europe,20.4,0.0
2024-02-29,APAC,35.8,0.1
2024-02-29,Latin America,34.9,0.0
2024-03-01,North America,24.8,3.7
2024-03-01,Europe,18.2,4.8
2024-03-01,APAC,36.8,5.7
2024-03-01,Latin America,28.5,0.0
2024-03-02,North America,22.0,2.9
2024-03-02,Europe,21.2,2.3
2024-03-02,APAC,37.6,0.4
2024-03-02,Latin America,33.6,6.5
2024-03-03,North America,24.8,1.6
2024-03-03,Europe,22.2,9.0
2024-03-03,APAC,40.2,0.0
2024-03-03,Latin America,37.4,0.0
2024-03-04,North America,24.1,0.0
2024-03-04,Europe,18.8,3.7
2024-03-04,APAC,36.7,1.7
2024-03-04,Latin America,32.8,1.3
2024-03-05,North America,26.2,11.9
2024-03-05,Europe,22.1,0.0
2024-03-05,APAC,34.0,4.1
2024-03-05,Latin America,33.6,1.8
2024-03-06,North America,23.3,12.5
2024-03-06,Europe,18.9,4.7
2024-03-06,APAC,38.9,0.0
2024-03-06,Latin America,35.2,4.9
2024-03-07,North America,26.2,1.5
2024-03-07,Europe,22.9,0.7
2024-03-07,APAC,35.8,0.9
2024-03-07,Latin America,37.0,10.7
2024-03-08,North America,26.5,4.4
2024-03-08,Europe,24.2,0.0
2024-03-08,APAC,33.9,0.5
2024-03-08,Latin America,33.1,0.0
2024-03-09,North America,30.1,5.3
2024-03-09,Europe,21.6,0.0
2024-03-09,APAC,33.4,4.9
2024-03-09,Latin America,39.1,0.0
2024-03-10,North America,27.3,0.1
2024-03-10,Europe,24.1,1.4
2024-03-10,APAC,34.9,1.1
2024-03-10,Latin America,29.6,1.5
2024-03-11,North America,18.3,6.6
2024-03-11,Europe,17.3,3.9
2024-03-11,APAC,40.2,7.9
2024-03-11,Latin America,34.7,0.7
2024-03-12,North America,24.2,0.0
2024-03-12,Europe,23.9,0.0
2024-03-12,APAC,33.7,1.5
2024-03-12,Latin America,33.3,3.8
2024-03-13,North America,28.6,2.5
2024-03-13,Europe,28.6,0.0
2024-03-13,APAC,30.6,9.9
2024-03-13,Latin America,32.5,4.2
2024-03-14,North America,27.4,1.1
2024-03-14,Europe,22.6,2.1
2024-03-14,APAC,36.2,4.2
2024-03-14,Latin America,39.3,6.9
2024-03-15,North America,24.3,0.0
2024-03-15,Europe,19.3,3.3
2024-03-15,APAC,32.1,0.5
2024-03-15,Latin America,38.5,6.7
2024-03-16,North America,27.1,0.0
2024-03-16,Europe,22.0,3.3
2024-03-16,APAC,36.8,6.9
2024-03-16,Latin America,33.6,3.2
2024-03-17,North America,27.0,0.3
2024-03-17,Europe,19.0,2.5
2024-03-17,APAC,34.2,6.4
2024-03-17,Latin America,34.6,14.8
2024-03-18,North America,28.1,3.5
2024-03-18,Europe,24.9,0.0
2024-03-18,APAC,40.4,1.8
2024-03-18,Latin America,31.3,1.6
2024-03-19,North America,23.1,0.3
2024-03-19,Europe,19.9,8.8
2024-03-19,APAC,29.7,8.2
2024-03-19,Latin America,35.7,0.3
2024-03-20,North America,17.3,0.0
2024-03-20,Europe,22.8,0.0
2024-03-20,APAC,37.9,4.0
2024-03-20,Latin America,33.2,1.4
2024-03-21,North America,27.3,3.9
2024-03-21,Europe,22.4,0.0
2024-03-21,APAC,34.6,17.9
2024-03-21,Latin America,38.4,0.0
2024-03-22,North America,21.3,0.0
2024-03-22,Europe,25.4,1.2
2024-03-22,APAC,36.8,0.4
2024-03-22,Latin America,31.7,8.6
2024-03-23,North America,19.9,0.0
2024-03-23,Europe,17.5,0.0
2024-03-23,APAC,36.4,7.1
2024-03-23,Latin America,31.3,1.7
2024-03-24,North America,21.3,0.0
2024-03-24,Europe,20.0,1.1
2024-03-24,APAC,35.8,0.7
2024-03-24,Latin America,35.5,0.3
2024-03-25,North America,27.3,2.4
2024-03-25,Europe,19.3,5.1
2024-03-25,APAC,34.3,0.4
2024-03-25,Latin America,32.0,3.3
2024-03-26,North America,23.7,3.6
2024-03-26,Europe,27.2,6.5
2024-03-26,APAC,34.5,2.0
2024-03-26,Latin America,32.5,0.0
2024-03-27,North America,25.3,0.0
2024-03-27,Europe,19.6,0.5
2024-03-27,APAC,40.1,0.0
2024-03-27,Latin America,33.4,7.6
2024-03-28,North America,28.3,4.2
2024-03-28,Europe,20.0,0.0
2024-03-28,APAC,33.2,5.1
2024-03-28,Latin America,38.1,3.3
2024-03-29,North America,22.3,0.9
2024-03-29,Europe,27.3,3.9
2024-03-29,APAC,39.9,0.4
2024-03-29,Latin America,30.9,4.8
2024-03-30,North America,23.4,1.3
2024-03-30,Europe,22.7,13.9
2024-03-30,APAC,35.3,0.0
2024-03-30,Latin America,33.4,0.0
2024-03-31,North America,21.2,1.8
2024-03-31,Europe,18.3,0.0
2024-03-31,APAC,36.1,1.6
2024-03-31,Latin America,33.6,2.4
2024-04-01,North America,31.0,0.0
2024-04-01,Europe,23.0,3.9
2024-04-01,APAC,38.9,0.6
2024-04-01,Latin America,31.2,2.6
2024-04-02,North America,24.0,0.0
2024-04-02,Europe,20.4,6.4
2024-04-02,APAC,36.9,9.1
2024-04-02,Latin America,25.6,8.5
2024-04-03,North America,28.6,6.4
2024-04-03,Europe,20.7,4.8
2024-04-03,APAC,34.9,0.0
2024-04-03,Latin America,31.0,1.3
2024-04-04,North America,29.8,0.0
2024-04-04,Europe,22.5,4.5
2024-04-04,APAC,32.9,0.0
2024-04-04,Latin America,29.5,0.6
2024-04-05,North America,22.7,8.2
2024-04-05,Europe,23.0,5.0
2024-04-05,APAC,38.3,0.9
2024-04-05,Latin America,36.0,0.4
2024-04-06,North America,28.7,7.3
2024-04-06,Europe,22.1,0.0
2024-04-06,APAC,27.7,1.1
2024-04-06,Latin America,34.2,0.1
2024-04-07,North America,20.4,2.8
2024-04-07,Europe,24.4,0.8
2024-04-07,APAC,32.6,0.1
2024-04-07,Latin America,32.6,6.5
2024-04-08,North America,22.4,9.4
2024-04-08,Europe,21.5,8.1
2024-04-08,APAC,35.5,0.7
2024-04-08,Latin America,36.8,0.0
2024-04-09,North America,25.7,4.6
2024-04-09,Europe,21.8,0.0
2024-04-09,APAC,38.7,0.0
2024-04-09,Latin America,34.6,1.4
2024-04-10,North America,23.1,6.0
2024-04-10,Europe,19.3,3.6
2024-04-10,APAC,32.9,5.0
2024-04-10,Latin America,29.9,4.0
2024-04-11,North America,25.5,3.9
2024-04-11,Europe,22.1,0.5
2024-04-11,APAC,32.2,3.1
2024-04-11,Latin America,36.8,19.9
2024-04-12,North America,24.8,0.4
2024-04-12,Europe,22.3,0.0
2024-04-12,APAC,39.9,0.8
2024-04-12,Latin America,38.6,7.7
2024-04-13,North America,26.8,2.9
2024-04-13,Europe,20.6,0.7
2024-04-13,APAC,30.9,0.0
2024-04-13,Latin America,31.8,0.0
2024-04-14,North America,22.1,1.5
2024-04-14,Europe,24.0,0.5
2024-04-14,APAC,39.4,0.0
2024-04-14,Latin America,39.0,0.3
2024-04-15,North America,25.6,0.0
2024-04-15,Europe,20.9,3.4
2024-04-15,APAC,36.3,4.3
2024-04-15,Latin America,35.7,0.0
2024-04-16,North America,24.2,1.7
2024-04-16,Europe,20.7,6.5
2024-04-16,APAC,35.8,3.5
2024-04-16,Latin America,31.2,0.0
2024-04-17,North America,28.0,0.2
2024-04-17,Europe,18.2,0.0
2024-04-17,APAC,40.3,0.6
2024-04-17,Latin America,33.8,10.1
2024-04-18,North America,27.3,2.4
2024-04-18,Europe,19.4,6.3
2024-04-18,APAC,36.5,0.0
2024-04-18,Latin America,37.2,0.0
2024-04-19,North America,18.0,0.0
2024-04-19,Europe,18.5,0.5
2024-04-19,APAC,28.3,1.8
2024-04-19,Latin America,34.4,0.0
2024-04-20,North America,27.0,1.4
2024-04-20,Europe,21.4,5.1
2024-04-20,APAC,38.6,0.0
2024-04-20,Latin America,30.1,7.8
2024-04-21,North America,25.9,5.4
2024-04-21,Europe,24.7,1.2
2024-04-21,APAC,32.3,2.3
2024-04-21,Latin America,35.0,0.0
2024-04-22,North America,27.7,5.2
2024-04-22,Europe,24.5,1.1
2024-04-22,APAC,32.3,0.0
2024-04-22,Latin America,36.1,1.4
2024-04-23,North America,22.4,3.5
2024-04-23,Europe,24.9,0.0
2024-04-23,APAC,33.2,4.4
2024-04-23,Latin America,29.3,8.2
2024-04-24,North America,24.3,7.8
2024-04-24,Europe,20.5,0.0
2024-04-24,APAC,41.4,5.8
2024-04-24,Latin America,32.6,0.0
2024-04-25,North America,21.0,4.4
2024-04-25,Europe,20.8,2.3
2024-04-25,APAC,32.5,1.0
2024-04-25,Latin America,31.2,0.0
2024-04-26,North America,15.1,0.0
2024-04-26,Europe,17.5,0.3
2024-04-26,APAC,35.2,3.0
2024-04-26,Latin America,38.3,12.7
2024-04-27,North America,25.3,0.0
2024-04-27,Europe,19.7,0.7
2024-04-27,APAC,33.6,9.1
2024-04-27,Latin America,30.9,7.6
2024-04-28,North America,25.5,0.0
2024-04-28,Europe,16.5,6.7
2024-04-28,APAC,37.7,0.3
2024-04-28,Latin America,36.9,2.9
2024-04-29,North America,26.2,2.0
2024-04-29,Europe,28.5,6.7
2024-04-29,APAC,37.2,0.0
2024-04-29,Latin America,36.1,2.6
2024-04-30,North America,20.3,1.2
2024-04-30,Europe,16.8,0.0
2024-04-30,APAC,38.9,16.0
2024-04-30,Latin America,35.7,0.0
2024-05-01,North America,30.8,3.0
2024-05-01,Europe,19.8,2.7
2024-05-01,APAC,32.7,4.8
2024-05-01,Latin America,28.3,4.1
2024-05-02,North America,25.8,2.3
2024-05-02,Europe,16.2,0.0
2024-05-02,APAC,31.6,4.7
2024-05-02,Latin America,31.3,0.0
2024-05-03,North America,24.3,1.3
2024-05-03,Europe,24.0,0.0
2024-05-03,APAC,38.7,1.5
2024-05-03,Latin America,32.4,0.0
2024-05-04,North America,20.5,0.0
2024-05-04,Europe,18.4,0.0
2024-05-04,APAC,36.3,2.4
2024-05-04,Latin America,37.2,2.3
2024-05-05,North America,23.5,0.6
2024-05-05,Europe,17.1,0.5
2024-05-05,APAC,33.5,1.7
2024-05-05,Latin America,27.7,0.1
2024-05-06,North America,24.4,3.0
2024-05-06,Europe,19.7,3.9
2024-05-06,APAC,30.6,6.0
2024-05-06,Latin America,33.5,0.0
2024-05-07,North America,26.8,0.2
2024-05-07,Europe,14.6,2.8
2024-05-07,APAC,35.4,0.8
2024-05-07,Latin America,32.3,0.3
2024-05-08,North America,23.0,3.7
2024-05-08,Europe,20.2,3.4
2024-05-08,APAC,35.0,0.2
2024-05-08,Latin America,36.3,8.0
2024-05-09,North America,23.9,0.0
2024-05-09,Europe,18.2,0.0
2024-05-09,APAC,33.2,2.2
2024-05-09,Latin America,33.1,8.2
2024-05-10,North America,26.4,0.0
2024-05-10,Europe,19.6,4.9
2024-05-10,APAC,30.3,6.6
2024-05-10,Latin America,34.2,0.0
2024-05-11,North America,24.6,2.2
2024-05-11,Europe,20.8,0.6
2024-05-11,APAC,32.2,1.0
2024-05-11,Latin America,33.5,1.8
2024-05-12,North America,22.6,0.6
2024-05-12,Europe,17.7,0.2
2024-05-12,APAC,31.0,0.0
2024-05-12,Latin America,32.4,3.0
2024-05-13,North America,25.9,16.1
2024-05-13,Europe,21.8,0.0
2024-05-13,APAC,31.2,0.3
2024-05-13,Latin America,27.7,6.6
2024-05-14,North America,23.6,3.5
2024-05-14,Europe,17.5,0.7
2024-05-14,APAC,32.2,0.2
2024-05-14,Latin America,32.2,12.7
2024-05-15,North America,24.7,3.6
2024-05-15,Europe,19.7,0.0
2024-05-15,APAC,37.4,0.5
2024-05-15,Latin America,27.7,4.2
2024-05-16,North America,23.0,0.0
2024-05-16,Europe,19.1,1.0
2024-05-16,APAC,26.6,5.3
2024-05-16,Latin America,29.8,2.9
2024-05-17,North America,21.0,2.1
2024-05-17,Europe,22.1,5.1
2024-05-17,APAC,37.0,12.2
2024-05-17,Latin America,34.6,1.7
2024-05-18,North America,15.2,0.0
2024-05-18,Europe,19.8,0.5
2024-05-18,APAC,35.4,1.0
2024-05-18,Latin America,32.8,0.0
2024-05-19,North America,20.1,0.7
2024-05-19,Europe,17.8,6.3
2024-05-19,APAC,36.6,0.0
2024-05-19,Latin America,32.3,8.2
2024-05-20,North America,22.4,13.8
2024-05-20,Europe,13.2,1.8
2024-05-20,APAC,33.2,0.0
2024-05-20,Latin America,32.0,0.9
2024-05-21,North America,20.0,5.8
2024-05-21,Europe,10.5,4.0
2024-05-21,APAC,29.5,0.0
2024-05-21,Latin America,29.7,3.6
2024-05-22,North America,25.5,4.4
2024-05-22,Europe,21.3,0.2
2024-05-22,APAC,30.0,0.1
2024-05-22,Latin America,25.2,0.0
2024-05-23,North America,25.4,2.9
2024-05-23,Europe,20.4,9.1
2024-05-23,APAC,29.1,0.0
2024-05-23,Latin America,27.7,0.0
2024-05-24,North America,19.2,5.0
2024-05-24,Europe,13.2,0.4
2024-05-24,APAC,35.9,0.0
2024-05-24,Latin America,28.7,0.0
2024-05-25,North America,24.8,0.9
2024-05-25,Europe,17.6,1.6
2024-05-25,APAC,32.3,0.0
2024-05-25,Latin America,26.5,0.0
2024-05-26,North America,20.6,2.0
2024-05-26,Europe,16.0,2.2
2024-05-26,APAC,40.8,4.7
2024-05-26,Latin America,32.0,5.6
2024-05-27,North America,25.3,0.0
2024-05-27,Europe,13.8,0.0
2024-05-27,APAC,34.2,0.0
2024-05-27,Latin America,26.6,1.4
2024-05-28,North America,19.1,2.5
2024-05-28,Europe,14.5,8.0
2024-05-28,APAC,28.6,0.0
2024-05-28,Latin America,27.5,0.0
2024-05-29,North America,19.3,0.0
2024-05-29,Europe,18.3,0.0
2024-05-29,APAC,27.0,0.0
2024-05-29,Latin America,27.7,5.4
2024-05-30,North America,21.2,1.7
2024-05-30,Europe,13.1,11.7
2024-05-30,APAC,28.7,4.2
2024-05-30,Latin America,26.6,0.0
2024-05-31,North America,21.1,0.0
2024-05-31,Europe,12.8,0.0
2024-05-31,APAC,27.3,0.0
2024-05-31,Latin America,21.9,0.0
2024-06-01,North America,15.4,0.0
2024-06-01,Europe,12.4,0.3
2024-06-01,APAC,27.5,0.0
2024-06-01,Latin America,35.1,0.0
2024-06-02,North America,20.1,5.6
2024-06-02,Europe,14.3,2.4
2024-06-02,APAC,30.0,0.4
2024-06-02,Latin America,30.2,7.2
2024-06-03,North America,19.1,6.8
2024-06-03,Europe,16.5,1.6
2024-06-03,APAC,32.0,8.9
2024-06-03,Latin America,25.2,9.9
2024-06-04,North America,16.8,0.0
2024-06-04,Europe,16.5,17.1
2024-06-04,APAC,33.5,1.8
2024-06-04,Latin America,26.8,0.0
2024-06-05,North America,25.5,1.1
2024-06-05,Europe,8.7,0.0
2024-06-05,APAC,27.2,0.0
2024-06-05,Latin America,23.5,7.7
2024-06-06,North America,21.9,5.9
2024-06-06,Europe,13.9,0.6
2024-06-06,APAC,32.9,0.0
2024-06-06,Latin America,24.5,5.2
2024-06-07,North America,21.0,5.4
2024-06-07,Europe,16.4,1.6
2024-06-07,APAC,30.4,0.0
2024-06-07,Latin America,28.5,9.2
2024-06-08,North America,17.4,0.0
2024-06-08,Europe,16.4,1.3
2024-06-08,APAC,27.9,0.4
2024-06-08,Latin America,30.2,0.7
2024-06-09,North America,18.7,0.0
2024-06-09,Europe,21.2,0.0
2024-06-09,APAC,30.3,1.5
2024-06-09,Latin America,28.5,0.4
2024-06-10,North America,17.3,4.4
2024-06-10,Europe,9.0,0.0
2024-06-10,APAC,32.0,1.0
2024-06-10,Latin America,22.4,0.9
2024-06-11,North America,19.0,5.0
2024-06-11,Europe,9.8,1.8
2024-06-11,APAC,31.3,11.7
2024-06-11,Latin America,28.4,0.0
2024-06-12,North America,19.3,2.6
2024-06-12,Europe,12.5,5.2
2024-06-12,APAC,21.2,2.6
2024-06-12,Latin America,26.1,1.4
2024-06-13,North America,16.5,0.0
2024-06-13,Europe,14.7,10.9
2024-06-13,APAC,24.4,0.6
2024-06-13,Latin America,27.9,2.4
2024-06-14,North America,16.2,0.3
2024-06-14,Europe,9.1,1.4
2024-06-14,APAC,35.3,0.8
2024-06-14,Latin America,26.4,3.1
2024-06-15,North America,19.0,3.6
2024-06-15,Europe,12.5,6.4
2024-06-15,APAC,26.4,2.0
2024-06-15,Latin America,25.2,11.3
2024-06-16,North America,18.9,0.0
2024-06-16,Europe,12.5,2.7
2024-06-16,APAC,27.4,0.0
2024-06-16,Latin America,27.5,6.2
2024-06-17,North America,19.9,10.4
2024-06-17,Europe,16.7,9.8
2024-06-17,APAC,29.6,0.0
2024-06-17,Latin America,22.3,0.0
2024-06-18,North America,17.4,0.2
2024-06-18,Europe,11.3,4.3
2024-06-18,APAC,27.0,0.0
2024-06-18,Latin America,25.1,0.0
2024-06-19,North America,15.3,3.0
2024-06-19,Europe,14.4,8.0
2024-06-19,APAC,30.9,1.6
2024-06-19,Latin America,28.8,6.0
2024-06-20,North America,19.7,2.7
2024-06-20,Europe,13.6,0.3
2024-06-20,APAC,32.9,0.0
2024-06-20,Latin America,23.7,0.0
2024-06-21,North America,16.1,8.3
2024-06-21,Europe,13.0,2.2
2024-06-21,APAC,33.6,2.4
2024-06-21,Latin America,22.3,3.1
2024-06-22,North America,16.2,0.0
2024-06-22,Europe,13.1,1.1
2024-06-22,APAC,22.6,2.7
2024-06-22,Latin America,23.8,0.0
2024-06-23,North America,13.4,0.0
2024-06-23,Europe,11.3,1.1
2024-06-23,APAC,28.1,8.9
2024-06-23,Latin America,26.5,3.2
2024-06-24,North America,15.6,3.3
2024-06-24,Europe,14.6,3.9
2024-06-24,APAC,25.9,0.4
2024-06-24,Latin America,31.6,1.6
2024-06-25,North America,14.2,0.8
2024-06-25,Europe,13.7,0.0
2024-06-25,APAC,26.8,3.5
2024-06-25,Latin America,22.0,0.0
2024-06-26,North America,18.4,0.0
2024-06-26,Europe,6.8,20.2
2024-06-26,APAC,28.0,5.0
2024-06-26,Latin America,29.6,8.1
2024-06-27,North America,12.6,2.8
2024-06-27,Europe,10.3,0.0
2024-06-27,APAC,30.1,1.7
2024-06-27,Latin America,22.6,0.0
2024-06-28,North America,16.9,8.4
2024-06-28,Europe,13.5,1.0
2024-06-28,APAC,30.9,3.0
2024-06-28,Latin America,22.9,1.2
2024-06-29,North America,14.9,0.9
2024-06-29,Europe,10.8,0.0
2024-06-29,APAC,26.2,1.1
2024-06-29,Latin America,22.5,0.7
2024-06-30,North America,15.0,3.6
2024-06-30,Europe,9.2,11.2
2024-06-30,APAC,26.0,0.0
2024-06-30,Latin America,21.7,0.7
2024-07-01,North America,15.5,3.8
2024-07-01,Europe,5.7,0.0
2024-07-01,APAC,27.7,3.5
2024-07-01,Latin America,24.3,4.3
2024-07-02,North America,20.5,0.4
2024-07-02,Europe,14.8,3.4
2024-07-02,APAC,23.5,0.0
2024-07-02,Latin America,20.7,1.8
2024-07-03,North America,19.6,2.2
2024-07-03,Europe,13.4,5.6
2024-07-03,APAC,32.3,2.3
2024-07-03,Latin America,19.9,6.0
2024-07-04,North America,11.1,0.0
2024-07-04,Europe,7.0,4.3
2024-07-04,APAC,29.7,0.0
2024-07-04,Latin America,16.4,0.0
