customer_id,region,segment,churn_probability,predicted_clv_12mo,top_churn_drivers
CUST-03269,APAC,Mid-Market,0.952,1404.43,satisfaction_score (+1.45); late_payments_last_year (+1.06); orders_last_year (+0.72)
CUST-00229,APAC,Mid-Market,0.119,580.88,satisfaction_score (+1.05); tenure_days (-0.84); avg_order_value (-0.47)
CUST-00715,Latin America,SMB,0.119,902.08,contract_length_months (+0.61); satisfaction_score (-0.44); region_Latin America (-0.34)
CUST-03109,APAC,SMB,0.119,1348.99,tenure_days (-0.96); contract_length_months (+0.74); satisfaction_score (-0.40)
CUST-00344,APAC,SMB,0.119,665.32,satisfaction_score (-0.56); tenure_days (-0.40); contract_length_months (-0.38)
CUST-00972,Latin America,SMB,0.119,538.44,contract_length_months (+0.70); tenure_days (-0.61); satisfaction_score (-0.56)
CUST-01350,APAC,SMB,0.119,1228.75,satisfaction_score (-0.84); contract_length_months (+0.79); tenure_days (-0.64)
CUST-00191,APAC,SMB,0.119,188.37,satisfaction_score (-1.15); tenure_days (+0.82); discount_pct (-0.40)
CUST-03314,Europe,Mid-Market,0.119,692.31,contract_length_months (+0.65); tenure_days (-0.58); satisfaction_score (-0.26)
CUST-01591,Latin America,Mid-Market,0.119,1200.22,tenure_days (+0.88); contract_length_months (-0.73); satisfaction_score (-0.35)
CUST-03187,APAC,Mid-Market,0.119,471.02,tenure_days (-0.57); satisfaction_score (-0.53); discount_pct (-0.52)
CUST-03021,Europe,SMB,0.119,358.6,tenure_days (+0.65); discount_pct (-0.47); satisfaction_score (-0.34)
CUST-01952,Latin America,SMB,0.118,1258.82,tenure_days (+0.90); contract_length_months (-0.71); satisfaction_score (-0.34)
CUST-02164,APAC,Enterprise,0.118,670.07,contract_length_months (+0.64); tenure_days (-0.55); satisfaction_score (-0.48)
CUST-00272,North America,Enterprise,0.118,5059.1,satisfaction_score (-0.96); contract_length_months (+0.65); tenure_days (-0.43)
CUST-00529,North America,SMB,0.118,474.48,contract_length_months (-0.56); satisfaction_score (-0.25); avg_order_value (+0.25)
CUST-02488,APAC,Mid-Market,0.118,1809.28,contract_length_months (+0.72); tenure_days (-0.68); satisfaction_score (-0.46)
CUST-01409,Europe,SMB,0.118,1105.8,discount_pct (-0.93); contract_length_months (+0.36); orders_last_year (-0.29)
CUST-00107,Europe,SMB,0.118,479.69,support_tickets_last_year (+1.18); satisfaction_score (-0.99); contract_length_months (-0.70)
CUST-02542,Latin America,SMB,0.118,960.5,contract_length_months (+0.59); avg_order_value (-0.27); discount_pct (-0.23)
CUST-00910,Europe,SMB,0.118,1257.9,contract_length_months (-0.41); satisfaction_score (-0.27); tenure_days (+0.19)
CUST-03074,Europe,Enterprise,0.118,2103.41,contract_length_months (+0.68); tenure_days (-0.51); segment_Enterprise (-0.38)
CUST-03103,APAC,Mid-Market,0.118,872.59,tenure_days (-1.01); contract_length_months (+0.76); satisfaction_score (-0.66)
CUST-03071,APAC,SMB,0.118,701.93,tenure_days (-1.12); contract_length_months (+0.72); satisfaction_score (-0.61)
CUST-02540,North America,Mid-Market,0.118,1223.24,contract_length_months (-0.60); tenure_days (+0.52); avg_order_value (-0.24)
CUST-03903,Europe,Mid-Market,0.118,633.41,discount_pct (-0.97); satisfaction_score (-0.89); contract_length_months (+0.67)
CUST-02042,Latin America,Mid-Market,0.118,724.26,tenure_days (+1.07); discount_pct (-0.60); avg_order_value (-0.32)
CUST-01528,Europe,SMB,0.117,132.91,orders_last_year (+1.18); discount_pct (-0.57); satisfaction_score (-0.47)
CUST-01288,North America,Enterprise,0.117,977.86,contract_length_months (+0.70); satisfaction_score (-0.70); avg_order_value (-0.37)
CUST-01290,Europe,Enterprise,0.117,834.89,discount_pct (+0.51); satisfaction_score (-0.43); contract_length_months (-0.30)
CUST-03963,APAC,Enterprise,0.117,2665.14,satisfaction_score (+1.44); tenure_days (-1.19); contract_length_months (-0.34)
CUST-01107,Latin America,Enterprise,0.117,93.36,orders_last_year (+0.81); segment_Enterprise (-0.62); satisfaction_score (-0.53)
CUST-01750,North America,Mid-Market,0.117,1154.3,tenure_days (-1.37); support_tickets_last_year (+1.37); contract_length_months (-0.74)
CUST-01077,North America,Mid-Market,0.117,1708.41,tenure_days (-1.17); contract_length_months (+0.70); support_tickets_last_year (-0.15)
CUST-00682,APAC,SMB,0.116,1243.05,support_tickets_last_year (+1.45); satisfaction_score (-1.19); discount_pct (-0.76)
CUST-02383,Europe,Enterprise,0.116,602.25,contract_length_months (+0.60); segment_Enterprise (-0.44); satisfaction_score (-0.39)
CUST-00307,Latin America,Mid-Market,0.116,390.58,contract_length_months (-0.68); tenure_days (+0.68); satisfaction_score (-0.44)
CUST-03809,North America,Enterprise,0.116,546.21,tenure_days (-0.96); late_payments_last_year (+0.87); satisfaction_score (-0.50)
CUST-03557,APAC,SMB,0.116,1316.13,satisfaction_score (+0.54); discount_pct (-0.52); contract_length_months (-0.48)
CUST-01786,Latin America,Mid-Market,0.116,402.71,satisfaction_score (-0.42); tenure_days (+0.38); contract_length_months (-0.31)
CUST-03933,North America,SMB,0.116,649.73,contract_length_months (-0.36); satisfaction_score (-0.33); avg_order_value (-0.31)
CUST-00765,North America,Enterprise,0.116,945.79,late_payments_last_year (+1.00); segment_Enterprise (-0.59); satisfaction_score (-0.41)
CUST-03684,Latin America,SMB,0.116,661.01,tenure_days (+0.84); contract_length_months (-0.57); avg_order_value (-0.26)
CUST-01933,Europe,SMB,0.116,924.22,tenure_days (+0.49); satisfaction_score (-0.36); discount_pct (-0.28)
CUST-02658,Europe,Enterprise,0.116,520.26,late_payments_last_year (+1.01); contract_length_months (-0.55); tenure_days (-0.54)
CUST-01635,Europe,Mid-Market,0.116,598.51,tenure_days (+0.53); satisfaction_score (-0.40); contract_length_months (-0.33)
CUST-02422,North America,Mid-Market,0.116,547.26,satisfaction_score (+1.15); contract_length_months (-0.65); tenure_days (-0.37)
CUST-02622,Europe,SMB,0.116,488.23,contract_length_months (+0.71); tenure_days (-0.69); satisfaction_score (-0.54)
CUST-00036,North America,SMB,0.116,398.38,satisfaction_score (+0.91); contract_length_months (-0.71); discount_pct (-0.33)
CUST-02206,Europe,Enterprise,0.115,545.23,support_tickets_last_year (+1.16); satisfaction_score (-1.11); contract_length_months (-0.47)
CUST-03675,Europe,Mid-Market,0.115,2212.53,tenure_days (+0.65); satisfaction_score (-0.33); discount_pct (-0.33)
CUST-00338,North America,SMB,0.115,813.87,contract_length_months (+0.85); satisfaction_score (-0.79); tenure_days (-0.52)
CUST-03815,North America,SMB,0.115,2140.41,satisfaction_score (-0.53); tenure_days (+0.47); contract_length_months (-0.28)
CUST-02419,North America,Enterprise,0.115,524.34,satisfaction_score (-0.71); avg_order_value (+0.66); tenure_days (+0.51)
CUST-03600,North America,SMB,0.115,512.33,tenure_days (-0.80); contract_length_months (+0.73); satisfaction_score (-0.50)
CUST-01863,Europe,SMB,0.115,697.07,contract_length_months (-0.76); tenure_days (+0.74); satisfaction_score (-0.45)
CUST-01371,Latin America,SMB,0.115,2868.34,discount_pct (-0.28); orders_last_year (-0.22); support_tickets_last_year (-0.18)
CUST-01062,Latin America,Mid-Market,0.114,646.26,tenure_days (+0.87); contract_length_months (-0.70); satisfaction_score (-0.43)
CUST-02380,Latin America,Mid-Market,0.114,1240.13,tenure_days (+0.66); contract_length_months (-0.60); avg_order_value (-0.25)
CUST-00752,Latin America,Enterprise,0.114,1362.62,segment_Enterprise (-0.65); contract_length_months (+0.62); tenure_days (+0.55)
CUST-03340,North America,Mid-Market,0.114,293.06,tenure_days (-0.45); contract_length_months (-0.34); satisfaction_score (+0.27)
CUST-01174,APAC,SMB,0.114,395.59,contract_length_months (-0.72); tenure_days (+0.55); discount_pct (-0.20)
CUST-00458,North America,SMB,0.114,1101.94,contract_length_months (-0.65); tenure_days (+0.57); satisfaction_score (-0.35)
CUST-03715,Latin America,SMB,0.114,367.13,tenure_days (+0.60); contract_length_months (-0.47); satisfaction_score (-0.35)
CUST-03817,Latin America,SMB,0.114,1353.97,late_payments_last_year (+1.09); tenure_days (-0.72); contract_length_months (-0.58)
CUST-02832,Latin America,Enterprise,0.114,1159.17,segment_Enterprise (-0.69); tenure_days (+0.62); contract_length_months (+0.61)
CUST-03095,Europe,Mid-Market,0.114,711.43,contract_length_months (-0.57); tenure_days (+0.46); satisfaction_score (-0.43)
CUST-03202,North America,SMB,0.114,663.08,tenure_days (-0.97); satisfaction_score (-0.67); contract_length_months (+0.63)
CUST-00577,Europe,Mid-Market,0.114,776.8,contract_length_months (+0.75); tenure_days (-0.68); satisfaction_score (-0.48)
CUST-02615,APAC,Enterprise,0.113,500.4,tenure_days (-0.75); contract_length_months (+0.61); segment_Enterprise (-0.40)
CUST-03610,Europe,Enterprise,0.113,392.52,contract_length_months (+0.52); satisfaction_score (-0.49); segment_Enterprise (-0.42)
CUST-03673,APAC,SMB,0.113,573.21,discount_pct (-1.11); satisfaction_score (-0.48); tenure_days (+0.47)
CUST-01524,Latin America,Enterprise,0.113,294.61,satisfaction_score (-0.77); tenure_days (+0.71); segment_Enterprise (-0.58)
CUST-00635,Latin America,SMB,0.113,2058.87,tenure_days (+0.52); satisfaction_score (-0.51); contract_length_months (-0.35)
CUST-03280,Latin America,Mid-Market,0.113,820.66,late_payments_last_year (+1.45); tenure_days (-0.73); contract_length_months (-0.51)
CUST-03959,North America,Enterprise,0.113,1159.81,tenure_days (+0.70); segment_Enterprise (-0.35); contract_length_months (-0.34)
CUST-00802,Europe,Enterprise,0.113,284.7,contract_length_months (+0.63); satisfaction_score (-0.43); segment_Enterprise (-0.37)
CUST-03800,Latin America,Enterprise,0.113,290.06,tenure_days (+0.52); segment_Enterprise (-0.42); avg_order_value (+0.37)
CUST-00591,Latin America,Enterprise,0.113,360.15,tenure_days (-0.62); contract_length_months (+0.56); segment_Enterprise (-0.42)
CUST-00786,Latin America,SMB,0.113,149.34,tenure_days (+0.84); satisfaction_score (-0.47); avg_order_value (-0.37)
CUST-03609,Latin America,SMB,0.112,597.42,satisfaction_score (-0.85); tenure_days (+0.59); contract_length_months (-0.47)
CUST-03599,North America,SMB,0.112,516.72,satisfaction_score (-0.41); tenure_days (-0.37); orders_last_year (+0.31)
CUST-00598,North America,SMB,0.112,472.6,discount_pct (-0.88); satisfaction_score (-0.46); tenure_days (+0.40)
CUST-03641,APAC,Mid-Market,0.112,388.96,satisfaction_score (-0.47); contract_length_months (-0.32); discount_pct (-0.24)
CUST-03849,Latin America,SMB,0.112,959.29,tenure_days (+0.94); contract_length_months (-0.67); satisfaction_score (-0.32)
CUST-02677,North America,SMB,0.112,1505.33,contract_length_months (-0.37); satisfaction_score (-0.35); avg_order_value (+0.14)
CUST-01841,North America,SMB,0.112,2043.88,contract_length_months (+0.76); satisfaction_score (-0.57); tenure_days (-0.56)
CUST-01304,APAC,Mid-Market,0.112,1492.6,support_tickets_last_year (+1.09); tenure_days (-1.07); contract_length_months (-0.73)
CUST-00501,Latin America,SMB,0.112,555.74,late_payments_last_year (+0.93); tenure_days (-0.56); satisfaction_score (-0.53)
CUST-02569,North America,Mid-Market,0.112,433.66,contract_length_months (+0.69); tenure_days (-0.58); satisfaction_score (-0.53)
CUST-03550,Latin America,Enterprise,0.111,1286.28,satisfaction_score (-0.69); contract_length_months (+0.64); segment_Enterprise (-0.60)
CUST-03866,Latin America,SMB,0.111,892.19,satisfaction_score (-0.97); tenure_days (+0.57); contract_length_months (-0.30)
CUST-02945,North America,SMB,0.111,677.13,satisfaction_score (+1.29); tenure_days (-1.18); contract_length_months (-0.66)
CUST-01738,Latin America,SMB,0.111,1164.9,tenure_days (+0.61); contract_length_months (-0.52); satisfaction_score (-0.52)
CUST-02402,Europe,Enterprise,0.111,273.84,segment_Enterprise (-0.61); satisfaction_score (-0.50); contract_length_months (+0.48)
CUST-01573,North America,Mid-Market,0.111,2390.34,satisfaction_score (-0.56); contract_length_months (-0.40); orders_last_year (+0.33)
CUST-03595,Europe,Mid-Market,0.111,639.88,tenure_days (+0.61); contract_length_months (-0.35); satisfaction_score (-0.31)
CUST-01504,Europe,Mid-Market,0.111,2295.84,tenure_days (-0.97); satisfaction_score (-0.73); contract_length_months (+0.70)
CUST-00162,APAC,Enterprise,0.111,1861.89,satisfaction_score (-0.54); contract_length_months (+0.50); discount_pct (-0.38)
CUST-02107,Latin America,SMB,0.11,321.22,contract_length_months (+0.67); tenure_days (-0.66); satisfaction_score (-0.40)
CUST-02922,Latin America,SMB,0.11,1441.5,contract_length_months (-0.59); satisfaction_score (-0.58); tenure_days (+0.57)
CUST-01473,Europe,Mid-Market,0.11,1637.58,tenure_days (-1.39); satisfaction_score (-0.82); contract_length_months (+0.77)
CUST-01551,APAC,Mid-Market,0.11,905.99,contract_length_months (-0.62); satisfaction_score (-0.46); discount_pct (+0.32)
CUST-00508,Europe,Enterprise,0.11,1553.63,contract_length_months (+0.67); tenure_days (-0.49); segment_Enterprise (-0.38)
CUST-00567,Europe,SMB,0.11,1614.25,tenure_days (-0.83); contract_length_months (+0.68); satisfaction_score (-0.52)
CUST-02249,Latin America,Mid-Market,0.11,347.29,contract_length_months (+0.59); satisfaction_score (-0.45); tenure_days (-0.33)
CUST-00383,Europe,SMB,0.11,527.74,satisfaction_score (-0.89); tenure_days (+0.63); contract_length_months (-0.44)
CUST-02378,Europe,Enterprise,0.11,736.94,avg_order_value (+0.51); satisfaction_score (-0.43); contract_length_months (-0.42)
CUST-03075,APAC,SMB,0.11,718.05,tenure_days (-1.03); contract_length_months (+0.56); avg_order_value (-0.45)
CUST-03780,Latin America,Mid-Market,0.11,141.66,tenure_days (-0.73); orders_last_year (+0.36); contract_length_months (-0.20)
CUST-03478,Latin America,SMB,0.109,1370.39,tenure_days (+0.75); contract_length_months (-0.65); satisfaction_score (-0.48)
CUST-04000,Europe,SMB,0.109,986.09,tenure_days (-0.59); contract_length_months (-0.57); satisfaction_score (-0.50)
CUST-01364,North America,SMB,0.109,668.67,tenure_days (-0.40); contract_length_months (-0.37); satisfaction_score (-0.34)
CUST-01249,North America,SMB,0.109,2292.92,contract_length_months (-0.38); satisfaction_score (-0.33); avg_order_value (-0.31)
CUST-03735,APAC,SMB,0.109,1423.16,satisfaction_score (-0.84); contract_length_months (+0.73); tenure_days (-0.52)
CUST-03445,Europe,SMB,0.109,768.59,satisfaction_score (-0.52); contract_length_months (-0.34); tenure_days (-0.14)
CUST-00252,APAC,SMB,0.109,1795.15,contract_length_months (+0.74); tenure_days (-0.60); satisfaction_score (-0.37)
CUST-03354,APAC,SMB,0.109,1357.03,tenure_days (+0.50); discount_pct (-0.50); satisfaction_score (-0.49)
CUST-00862,Europe,SMB,0.109,829.54,contract_length_months (+0.86); satisfaction_score (-0.74); tenure_days (-0.69)
CUST-01614,North America,SMB,0.109,1289.27,contract_length_months (-0.66); tenure_days (+0.64); satisfaction_score (-0.42)
CUST-00070,North America,SMB,0.109,1229.1,tenure_days (+0.75); contract_length_months (-0.65); satisfaction_score (-0.40)
CUST-03913,North America,SMB,0.109,891.88,satisfaction_score (-0.35); contract_length_months (-0.34); late_payments_last_year (-0.13)
CUST-01902,Europe,SMB,0.109,114.11,orders_last_year (+1.13); satisfaction_score (-0.70); contract_length_months (-0.51)
CUST-00893,North America,Enterprise,0.108,828.75,satisfaction_score (-0.66); tenure_days (-0.58); contract_length_months (+0.55)
CUST-03951,North America,SMB,0.108,687.73,discount_pct (-0.68); satisfaction_score (-0.63); contract_length_months (+0.53)
CUST-03332,Latin America,SMB,0.108,421.9,tenure_days (-1.04); contract_length_months (+0.67); satisfaction_score (-0.60)
CUST-01192,North America,SMB,0.108,635.78,tenure_days (+0.76); contract_length_months (-0.75); satisfaction_score (-0.50)
CUST-03241,Latin America,SMB,0.108,380.09,satisfaction_score (-0.84); contract_length_months (+0.80); support_tickets_last_year (-0.31)
CUST-02743,Latin America,SMB,0.108,335.47,satisfaction_score (-0.87); tenure_days (+0.72); contract_length_months (-0.32)
CUST-00170,Europe,Mid-Market,0.108,784.82,support_tickets_last_year (+0.96); avg_order_value (-0.48); contract_length_months (-0.48)
CUST-02768,Latin America,Mid-Market,0.108,1468.85,contract_length_months (-0.58); satisfaction_score (-0.54); discount_pct (+0.51)
CUST-02304,Latin America,Mid-Market,0.108,915.59,contract_length_months (+0.67); tenure_days (-0.58); avg_order_value (-0.27)
CUST-00016,North America,SMB,0.108,503.96,tenure_days (+0.43); contract_length_months (-0.34); avg_order_value (-0.29)
CUST-02084,APAC,Mid-Market,0.108,117.71,satisfaction_score (-1.07); tenure_days (+0.75); contract_length_months (-0.55)
CUST-01083,APAC,Enterprise,0.108,888.93,contract_length_months (+0.68); satisfaction_score (-0.48); tenure_days (-0.48)
CUST-00920,North America,SMB,0.108,2375.91,tenure_days (-0.74); contract_length_months (+0.65); satisfaction_score (-0.53)
CUST-01977,Latin America,Enterprise,0.107,2601.03,contract_length_months (+0.64); tenure_days (-0.48); satisfaction_score (-0.42)
CUST-01970,Europe,SMB,0.107,1251.11,satisfaction_score (-0.50); contract_length_months (-0.37); tenure_days (+0.12)
CUST-02228,North America,Mid-Market,0.107,806.91,satisfaction_score (-0.91); contract_length_months (+0.75); tenure_days (-0.55)
CUST-02783,North America,SMB,0.107,3226.4,tenure_days (-0.83); contract_length_months (+0.74); satisfaction_score (-0.48)
CUST-02018,APAC,Enterprise,0.107,1301.94,satisfaction_score (-0.85); contract_length_months (+0.68); tenure_days (-0.48)
CUST-01016,North America,Mid-Market,0.107,1165.46,contract_length_months (-0.69); tenure_days (+0.54); satisfaction_score (-0.19)
CUST-01373,North America,SMB,0.107,507.71,contract_length_months (-0.63); tenure_days (-0.53); satisfaction_score (-0.42)
CUST-01097,Latin America,SMB,0.107,500.57,tenure_days (+0.54); satisfaction_score (-0.37); contract_length_months (-0.33)
CUST-02340,Latin America,SMB,0.107,2837.82,contract_length_months (+0.76); satisfaction_score (-0.70); tenure_days (-0.69)
CUST-01887,North America,Mid-Market,0.107,1788.95,contract_length_months (+0.71); satisfaction_score (-0.65); tenure_days (-0.60)
CUST-01351,North America,SMB,0.107,2246.47,contract_length_months (+0.76); tenure_days (-0.74); satisfaction_score (-0.66)
CUST-00218,APAC,SMB,0.107,773.69,tenure_days (-1.78); support_tickets_last_year (+0.99); contract_length_months (+0.75)
CUST-01835,Europe,Mid-Market,0.107,1376.94,contract_length_months (+0.75); satisfaction_score (-0.58); avg_order_value (-0.56)
CUST-02003,Latin America,SMB,0.107,997.07,contract_length_months (-0.80); tenure_days (+0.62); satisfaction_score (-0.21)
CUST-00395,Europe,Mid-Market,0.107,1191.75,contract_length_months (-0.61); satisfaction_score (-0.22); support_tickets_last_year (-0.16)
CUST-00441,Europe,Mid-Market,0.107,1903.36,tenure_days (+0.75); contract_length_months (-0.58); satisfaction_score (-0.31)
CUST-02283,Europe,SMB,0.107,1660.29,contract_length_months (+0.86); satisfaction_score (-0.60); tenure_days (-0.48)
CUST-02099,Latin America,SMB,0.107,2146.59,satisfaction_score (-1.02); contract_length_months (+0.64); tenure_days (+0.36)
CUST-03863,APAC,SMB,0.106,1201.76,satisfaction_score (+1.16); tenure_days (-0.77); contract_length_months (-0.63)
CUST-00475,Latin America,SMB,0.106,1781.5,discount_pct (-1.07); satisfaction_score (-0.90); contract_length_months (+0.69)
CUST-03321,APAC,SMB,0.106,548.45,tenure_days (-1.45); contract_length_months (+0.73); satisfaction_score (-0.59)
CUST-02862,Latin America,Enterprise,0.106,1484.64,segment_Enterprise (-0.71); satisfaction_score (-0.64); contract_length_months (+0.61)
CUST-03631,Latin America,Enterprise,0.106,728.38,tenure_days (+0.76); satisfaction_score (-0.52); segment_Enterprise (-0.33)
CUST-03235,Latin America,Mid-Market,0.106,2434.6,contract_length_months (+0.72); satisfaction_score (-0.65); tenure_days (-0.59)
CUST-00055,Latin America,Mid-Market,0.106,837.92,tenure_days (-0.99); contract_length_months (+0.76); satisfaction_score (-0.41)
CUST-03265,North America,Mid-Market,0.106,1163.3,contract_length_months (-0.72); tenure_days (+0.63); satisfaction_score (-0.51)
CUST-01399,Europe,SMB,0.106,493.98,tenure_days (-1.12); contract_length_months (+0.67); satisfaction_score (-0.61)
CUST-02918,Latin America,Mid-Market,0.105,781.73,satisfaction_score (-0.52); contract_length_months (-0.33); region_Latin America (-0.27)
CUST-02404,APAC,SMB,0.105,843.03,late_payments_last_year (+0.92); satisfaction_score (-0.80); contract_length_months (-0.31)
CUST-01769,North America,Enterprise,0.105,1058.28,satisfaction_score (-0.60); contract_length_months (+0.57); segment_Enterprise (-0.47)
CUST-02388,Latin America,Mid-Market,0.105,2348.41,contract_length_months (-0.62); tenure_days (+0.45); satisfaction_score (-0.24)
CUST-00839,APAC,SMB,0.105,288.83,tenure_days (-0.71); avg_order_value (+0.60); satisfaction_score (-0.52)
CUST-02873,APAC,Enterprise,0.105,272.03,tenure_days (+0.64); segment_Enterprise (-0.53); contract_length_months (-0.45)
CUST-01740,Latin America,Mid-Market,0.105,926.49,tenure_days (-0.95); contract_length_months (+0.69); discount_pct (-0.22)
CUST-00005,Latin America,Enterprise,0.105,3547.26,satisfaction_score (-0.61); contract_length_months (+0.56); segment_Enterprise (-0.45)
CUST-02844,Europe,SMB,0.105,1825.77,late_payments_last_year (+0.94); tenure_days (-0.77); satisfaction_score (-0.71)
CUST-00878,North America,SMB,0.105,389.89,satisfaction_score (-0.65); contract_length_months (-0.62); tenure_days (+0.49)
CUST-01556,Europe,SMB,0.105,1210.01,contract_length_months (-0.58); satisfaction_score (-0.23); tenure_days (+0.15)
CUST-01160,North America,SMB,0.104,545.25,tenure_days (-0.69); contract_length_months (-0.54); satisfaction_score (+0.52)
CUST-03795,APAC,SMB,0.104,195.82,satisfaction_score (-0.45); tenure_days (-0.42); contract_length_months (-0.39)
CUST-02640,APAC,SMB,0.104,1489.07,satisfaction_score (-0.52); contract_length_months (-0.38); discount_pct (+0.24)
CUST-03118,Latin America,Mid-Market,0.104,476.07,tenure_days (+0.72); satisfaction_score (-0.62); contract_length_months (-0.45)
CUST-01117,APAC,Enterprise,0.104,962.33,tenure_days (-0.89); contract_length_months (+0.67); segment_Enterprise (-0.32)
CUST-00478,Latin America,SMB,0.104,1373.69,tenure_days (+0.61); contract_length_months (-0.54); satisfaction_score (-0.42)
CUST-00488,Latin America,Enterprise,0.104,562.59,tenure_days (+0.88); segment_Enterprise (-0.62); satisfaction_score (-0.43)
CUST-02095,North America,SMB,0.104,507.43,satisfaction_score (-0.50); avg_order_value (+0.39); contract_length_months (-0.34)
CUST-01771,APAC,SMB,0.104,1379.32,satisfaction_score (-0.97); contract_length_months (+0.70); tenure_days (-0.60)
CUST-00085,Latin America,SMB,0.103,994.97,contract_length_months (+0.72); tenure_days (-0.48); satisfaction_score (-0.42)
CUST-02092,Latin America,Mid-Market,0.103,730.15,tenure_days (+0.75); satisfaction_score (-0.37); contract_length_months (-0.37)
CUST-02401,Europe,SMB,0.103,612.69,tenure_days (+0.65); satisfaction_score (-0.63); contract_length_months (-0.48)
CUST-02194,APAC,Mid-Market,0.103,492.09,satisfaction_score (-1.15); tenure_days (+0.42); contract_length_months (-0.36)
CUST-03044,Europe,Enterprise,0.103,2335.44,satisfaction_score (+1.06); tenure_days (-0.37); segment_Enterprise (-0.29)
CUST-01434,North America,SMB,0.103,875.17,contract_length_months (-0.61); satisfaction_score (-0.50); tenure_days (+0.40)
CUST-03253,Latin America,SMB,0.103,3006.21,contract_length_months (+0.70); satisfaction_score (-0.66); tenure_days (-0.59)
CUST-03052,Europe,SMB,0.103,1056.87,satisfaction_score (-0.76); tenure_days (+0.61); contract_length_months (-0.51)
CUST-00587,APAC,SMB,0.103,1087.04,satisfaction_score (-1.04); contract_length_months (+0.60); tenure_days (-0.54)
CUST-01936,North America,SMB,0.103,728.8,contract_length_months (-0.62); satisfaction_score (-0.40); discount_pct (+0.35)
CUST-02648,APAC,SMB,0.102,617.97,contract_length_months (-0.54); satisfaction_score (-0.52); late_payments_last_year (-0.19)
CUST-03796,North America,Mid-Market,0.102,2836.68,satisfaction_score (-0.54); tenure_days (+0.44); contract_length_months (-0.37)
CUST-00460,North America,SMB,0.102,1306.32,tenure_days (+0.83); discount_pct (-0.57); satisfaction_score (-0.56)
CUST-02779,Latin America,Enterprise,0.102,785.43,contract_length_months (+0.58); satisfaction_score (-0.46); segment_Enterprise (-0.38)
CUST-00814,North America,Enterprise,0.102,303.78,contract_length_months (+0.52); segment_Enterprise (-0.50); satisfaction_score (-0.35)
CUST-01942,North America,Mid-Market,0.102,563.57,contract_length_months (-0.53); satisfaction_score (-0.34); avg_order_value (+0.22)
CUST-02812,Europe,Mid-Market,0.102,951.06,satisfaction_score (-0.81); contract_length_months (-0.57); tenure_days (+0.44)
CUST-01347,Europe,Mid-Market,0.102,3784.92,contract_length_months (-0.63); tenure_days (+0.39); avg_order_value (-0.35)
CUST-02531,Latin America,SMB,0.102,248.37,contract_length_months (+0.70); tenure_days (-0.55); satisfaction_score (-0.50)
CUST-02160,Europe,SMB,0.101,1928.31,discount_pct (-0.80); contract_length_months (+0.35); orders_last_year (-0.26)
CUST-02564,APAC,Mid-Market,0.101,376.64,satisfaction_score (-0.43); contract_length_months (-0.43); tenure_days (-0.27)
CUST-03444,North America,Mid-Market,0.101,306.92,contract_length_months (+0.59); satisfaction_score (-0.48); avg_order_value (-0.31)
CUST-01584,North America,Enterprise,0.101,1132.02,contract_length_months (-0.60); tenure_days (+0.54); segment_Enterprise (-0.42)
CUST-00401,North America,SMB,0.101,2311.39,satisfaction_score (-0.51); tenure_days (+0.47); contract_length_months (-0.39)
CUST-00212,Europe,SMB,0.101,479.62,satisfaction_score (-0.70); contract_length_months (+0.70); tenure_days (-0.60)
CUST-03966,North America,Mid-Market,0.101,334.78,late_payments_last_year (+1.03); discount_pct (-0.62); tenure_days (-0.56)
CUST-02116,Europe,Mid-Market,0.1,1059.56,contract_length_months (+0.63); satisfaction_score (-0.56); avg_order_value (-0.33)
CUST-00757,North America,SMB,0.1,637.01,tenure_days (-1.07); satisfaction_score (-0.97); contract_length_months (+0.82)
CUST-00044,Europe,SMB,0.1,519.26,satisfaction_score (-1.14); tenure_days (+0.85); contract_length_months (-0.69)
CUST-03117,North America,SMB,0.1,991.8,satisfaction_score (+1.19); tenure_days (-0.96); avg_order_value (-0.38)
CUST-02421,Latin America,Mid-Market,0.1,181.98,tenure_days (-0.61); contract_length_months (+0.59); satisfaction_score (-0.54)
CUST-03649,North America,SMB,0.1,131.31,avg_order_value (-0.76); contract_length_months (+0.72); tenure_days (-0.69)
CUST-01342,Europe,SMB,0.1,923.86,tenure_days (-1.26); late_payments_last_year (+0.74); contract_length_months (+0.60)
CUST-02335,North America,SMB,0.1,769.99,tenure_days (+0.55); contract_length_months (-0.37); satisfaction_score (-0.36)
CUST-02867,Europe,SMB,0.1,1536.28,contract_length_months (+0.66); satisfaction_score (-0.63); tenure_days (-0.51)
CUST-02263,North America,Mid-Market,0.1,1949.87,contract_length_months (-0.61); satisfaction_score (-0.50); tenure_days (+0.23)
CUST-03640,North America,Mid-Market,0.1,1680.68,contract_length_months (-0.49); tenure_days (+0.34); discount_pct (-0.24)
CUST-01945,North America,Mid-Market,0.1,690.35,satisfaction_score (-0.43); contract_length_months (-0.37); tenure_days (-0.33)
CUST-00904,North America,SMB,0.1,562.17,tenure_days (-0.64); contract_length_months (-0.57); avg_order_value (+0.37)
CUST-00123,APAC,Enterprise,0.099,860.98,satisfaction_score (-0.62); contract_length_months (+0.60); tenure_days (-0.56)
CUST-01227,APAC,Enterprise,0.099,450.76,satisfaction_score (-0.73); contract_length_months (-0.47); segment_Enterprise (-0.25)
CUST-02645,Latin America,SMB,0.099,586.93,discount_pct (-0.73); avg_order_value (-0.47); contract_length_months (+0.26)
